1.42, -0.63, 257816.00
1.57, -0.63, 257833.00
1.67, -0.62, 257850.00
1.63, -0.59, 257867.00
1.58, -0.54, 257884.00
STEP DETECTED: 257510.00
1.67, -0.49, 257901.00
1.45, -0.42, 257918.00
1.06, -0.33, 257935.00
1.21, -0.24, 257952.00
1.70, -0.15, 257969.00
1.72, -0.05, 257986.00
1.80, 0.06, 258003.00
2.93, 0.16, 258020.00
3.07, 0.26, 258037.00
2.20, 0.36, 258054.00
1.29, 0.45, 258071.00
0.97, 0.53, 258088.00
0.44, 0.60, 258105.00
0.39, 0.66, 258122.00
0.45, 0.71, 258139.00
0.51, 0.74, 258156.00
0.71, 0.76, 258173.00
0.87, 0.76, 258190.00
1.14, 0.75, 258207.00
1.38, 0.72, 258224.00
1.58, 0.68, 258241.00
2.02, 0.62, 258258.00
2.35, 0.56, 258275.00
2.54, 0.48, 258292.00
3.33, 0.39, 258309.00
3.29, 0.29, 258326.00
2.76, 0.19, 258343.00
2.84, 0.09, 258360.00
2.68, -0.01, 258377.00
1.82, -0.11, 258394.00
1.02, -0.21, 258411.00
1.41, -0.29, 258428.00
3.12, -0.37, 258445.00
3.71, -0.43, 258462.00
4.83, -0.48, 258479.00
2.75, -0.51, 258496.00
1.87, -0.53, 258513.00
1.91, -0.52, 258530.00
1.06, -0.50, 258547.00
0.86, -0.47, 258564.00
STEP DETECTED: 258241.00
1.17, -0.42, 258581.00
1.15, -0.35, 258598.00
1.05, -0.27, 258615.00
0.98, -0.17, 258632.00
0.97, -0.07, 258649.00
0.97, 0.04, 258666.00
0.98, 0.15, 258683.00
1.00, 0.26, 258700.00
0.98, 0.37, 258717.00
0.87, 0.48, 258734.00
0.78, 0.57, 258751.00
0.70, 0.66, 258768.00
0.94, 0.74, 258785.00
1.07, 0.80, 258802.00
1.19, 0.85, 258819.00
1.20, 0.88, 258836.00
1.11, 0.90, 258853.00
1.06, 0.89, 258870.00
0.97, 0.88, 258887.00
0.95, 0.84, 258904.00
1.00, 0.80, 258921.00
1.02, 0.74, 258938.00
0.98, 0.67, 258955.00
0.97, 0.59, 258972.00
0.95, 0.50, 258989.00
0.95, 0.41, 259006.00
0.98, 0.32, 259023.00
1.02, 0.23, 259040.00
1.00, 0.13, 259057.00
0.97, 0.04, 259074.00
0.98, -0.05, 259091.00
1.00, -0.13, 259108.00
1.01, -0.21, 259125.00
1.01, -0.28, 259142.00
0.98, -0.34, 259159.00
0.97, -0.40, 259176.00
0.97, -0.44, 259193.00
0.96, -0.48, 259210.00
0.97, -0.51, 259227.00
0.97, -0.53, 259244.00
0.97, -0.55, 259261.00
0.99, -0.55, 259278.00
1.00, -0.55, 259295.00
1.01, -0.53, 259312.00
0.98, -0.51, 259329.00
STEP DETECTED: 258904.00
0.98, -0.48, 259346.00
0.98, -0.43, 259363.00
1.00, -0.38, 259380.00
1.00, -0.32, 259397.00
0.99, -0.25, 259414.00
0.97, -0.17, 259431.00
0.97, -0.08, 259448.00
0.99, 0.01, 259465.00
1.01, 0.11, 259482.00
1.00, 0.21, 259499.00
0.99, 0.32, 259516.00
0.98, 0.42, 259533.00
0.98, 0.52, 259550.00
0.99, 0.62, 259567.00
1.00, 0.71, 259584.00
1.00, 0.78, 259601.00
0.98, 0.85, 259618.00
0.98, 0.90, 259635.00
0.98, 0.94, 259652.00
0.98, 0.96, 259669.00
